tract,num_alpr_cameras,median_income,state_x,county_x,total_pop,white_pop,black_pop,asian_pop,hispanic_pop,state_y,county_y,white_pct,black_pct,asian_pct,hispanic_pct
000nan,19202,,,,,,,,,,,,,,
512037,1,155341.0,06,085,3145.0,1209.0,65.0,900.0,830.0,06,085,0.38441971383147855,0.02066772655007949,0.2861685214626391,0.26391096979332274
512038,2,107375.0,06,085,3199.0,958.0,420.0,1141.0,627.0,06,085,0.2994685839324789,0.13129102844638948,0.35667396061269147,0.1959987496092529
512042,1,81875.0,06,085,3100.0,209.0,166.0,1193.0,1292.0,06,085,0.06741935483870967,0.053548387096774196,0.38483870967741934,0.4167741935483871
512045,2,165240.0,06,085,5291.0,2392.0,13.0,1366.0,1151.0,06,085,0.4520884520884521,0.002457002457002457,0.25817425817425815,0.21753921753921754
512052,1,109208.0,06,085,4060.0,1689.0,97.0,850.0,1117.0,06,085,0.41600985221674874,0.023891625615763547,0.20935960591133004,0.2751231527093596
512053,1,103654.0,06,085,5166.0,1695.0,354.0,645.0,2186.0,06,085,0.3281068524970964,0.06852497096399536,0.1248548199767712,0.42315137437088657
512054,1,105650.0,06,085,4228.0,673.0,99.0,1301.0,1671.0,06,085,0.15917691579943236,0.023415326395458846,0.3077105014191107,0.3952223273415326
512055,1,129643.0,06,085,3727.0,877.0,199.0,1925.0,644.0,06,085,0.23530990072444324,0.05339415079152133,0.5165012074054199,0.17279313120472228
512058,3,113254.0,06,085,5008.0,1042.0,197.0,2046.0,1433.0,06,085,0.20806709265175719,0.0393370607028754,0.40854632587859424,0.2861421725239617
512059,2,124684.0,06,085,6788.0,2625.0,95.0,1858.0,1633.0,06,085,0.3867118444313494,0.013995285798467885,0.2737183264584561,0.24057159693576902
512100,4,91103.0,06,085,1660.0,479.0,0.0,247.0,910.0,06,085,0.2885542168674699,0.0,0.14879518072289158,0.5481927710843374
512305,1,184800.0,06,085,4646.0,2103.0,19.0,958.0,1234.0,06,085,0.45264743865690915,0.004089539388721481,0.20619888075764098,0.2656048213517004
512602,1,111585.0,06,085,2748.0,1201.0,4.0,180.0,1260.0,06,085,0.4370451237263464,0.001455604075691412,0.06550218340611354,0.4585152838427948
